YYYY	DOY	AU	ELAT	ELON	HG_LAT	HG_LON	HGI_LON
1998	351	0.984	0.00	84.83	-1.14	343.13	9.00
1998	352	0.984	0.00	85.85	-1.27	330.01	10.01
1998	353	0.984	0.00	86.86	-1.39	316.84	11.02
1998	354	0.984	0.00	87.88	-1.52	303.66	12.03
1998	355	0.984	0.00	88.90	-1.64	290.48	13.05
1998	356	0.984	0.00	89.92	-1.77	277.31	14.06
1998	357	0.984	0.00	90.94	-1.89	264.13	15.07
1998	358	0.984	0.00	91.96	-2.01	250.95	16.08
1998	359	0.984	0.00	92.97	-2.14	237.78	17.09
1998	360	0.983	0.00	93.99	-2.26	224.60	18.10
1998	361	0.983	0.00	95.01	-2.38	211.43	19.12
1998	362	0.983	0.00	96.03	-2.50	198.25	20.13
1998	363	0.983	0.00	97.05	-2.62	185.08	21.14
1998	364	0.983	0.00	98.07	-2.74	171.90	22.15
1998	365	0.983	0.00	99.09	-2.86	158.73	23.17
