YYYY	DOY	AU	ELAT	ELON	HG_LAT	HG_LON	HGI_LON
1998	260	19.857	-0.65	311.40	5.32	60.42	235.49
1998	261	19.857	-0.65	311.42	5.33	46.25	235.50
1998	262	19.857	-0.65	311.43	5.33	32.07	235.51
1998	263	19.857	-0.65	311.44	5.33	17.89	235.52
1998	264	19.857	-0.65	311.45	5.33	3.72	235.53
1998	265	19.857	-0.65	311.46	5.33	349.54	235.54
1998	266	19.857	-0.65	311.47	5.33	335.36	235.55
1998	267	19.857	-0.65	311.48	5.33	321.19	235.56
1998	268	19.858	-0.65	311.49	5.33	307.01	235.57
1998	269	19.858	-0.65	311.50	5.33	292.83	235.58
1998	270	19.858	-0.65	311.51	5.33	278.66	235.60
1998	271	19.858	-0.65	311.53	5.33	264.54	235.61
1998	272	19.858	-0.65	311.54	5.33	250.37	235.62
1998	273	19.858	-0.65	311.55	5.33	236.19	235.63
1998	274	19.858	-0.65	311.56	5.33	222.01	235.64
1998	275	19.858	-0.65	311.57	5.33	207.84	235.65
1998	276	19.858	-0.65	311.58	5.34	193.66	235.66
1998	277	19.859	-0.65	311.59	5.34	179.49	235.67
1998	278	19.859	-0.65	311.60	5.34	165.31	235.68
1998	279	19.859	-0.65	311.61	5.34	151.13	235.69
1998	280	19.859	-0.65	311.62	5.34	136.96	235.71
1998	281	19.859	-0.65	311.64	5.34	122.78	235.72
1998	282	19.859	-0.65	311.65	5.34	108.60	235.73
1998	283	19.859	-0.65	311.66	5.34	94.43	235.74
1998	284	19.859	-0.65	311.67	5.34	80.25	235.75
1998	285	19.859	-0.65	311.68	5.34	66.07	235.76
1998	286	19.860	-0.65	311.69	5.34	51.90	235.77
1998	287	19.860	-0.65	311.70	5.34	37.72	235.78
1998	288	19.860	-0.65	311.71	5.34	23.54	235.79
1998	289	19.860	-0.65	311.72	5.34	9.37	235.80
1998	290	19.860	-0.65	311.73	5.35	355.19	235.82
1998	291	19.860	-0.65	311.75	5.35	341.08	235.83
1998	292	19.860	-0.65	311.76	5.35	326.90	235.84
1998	293	19.860	-0.65	311.77	5.35	312.72	235.85
1998	294	19.860	-0.65	311.78	5.35	298.55	235.86
1998	295	19.861	-0.65	311.79	5.35	284.37	235.87
1998	296	19.861	-0.65	311.80	5.35	270.19	235.88
1998	297	19.861	-0.65	311.81	5.35	256.02	235.89
1998	298	19.861	-0.65	311.82	5.35	241.84	235.90
1998	299	19.861	-0.65	311.83	5.35	227.66	235.91
1998	300	19.861	-0.65	311.84	5.35	213.49	235.93
1998	301	19.861	-0.65	311.86	5.35	199.31	235.94
1998	302	19.861	-0.65	311.87	5.35	185.13	235.95
1998	303	19.861	-0.65	311.88	5.35	170.96	235.96
1998	304	19.862	-0.65	311.89	5.36	156.78	235.97
1998	305	19.862	-0.65	311.90	5.36	142.61	235.98
1998	306	19.862	-0.65	311.91	5.36	128.43	235.99
1998	307	19.862	-0.65	311.92	5.36	114.25	236.00
1998	308	19.862	-0.65	311.93	5.36	100.08	236.01
1998	309	19.862	-0.65	311.94	5.36	85.90	236.02
1998	310	19.862	-0.65	311.95	5.36	71.72	236.04
1998	311	19.862	-0.65	311.97	5.36	57.61	236.05
1998	312	19.862	-0.65	311.98	5.36	43.43	236.06
1998	313	19.863	-0.65	311.99	5.36	29.26	236.07
1998	314	19.863	-0.65	312.00	5.36	15.08	236.08
1998	315	19.863	-0.65	312.01	5.36	0.90	236.09
1998	316	19.863	-0.65	312.02	5.36	346.73	236.10
1998	317	19.863	-0.65	312.03	5.36	332.55	236.11
1998	318	19.863	-0.65	312.04	5.36	318.37	236.12
1998	319	19.863	-0.65	312.05	5.37	304.20	236.13
1998	320	19.863	-0.65	312.06	5.37	290.02	236.15
1998	321	19.863	-0.65	312.08	5.37	275.84	236.16
1998	322	19.864	-0.65	312.09	5.37	261.67	236.17
1998	323	19.864	-0.65	312.10	5.37	247.49	236.18
1998	324	19.864	-0.65	312.11	5.37	233.31	236.19
1998	325	19.864	-0.65	312.12	5.37	219.14	236.20
1998	326	19.864	-0.65	312.13	5.37	204.96	236.21
1998	327	19.864	-0.65	312.14	5.37	190.78	236.22
1998	328	19.864	-0.65	312.15	5.37	176.61	236.23
1998	329	19.864	-0.65	312.16	5.37	162.43	236.24
1998	330	19.864	-0.65	312.17	5.37	148.26	236.26
1998	331	19.865	-0.65	312.19	5.37	134.14	236.27
1998	332	19.865	-0.65	312.20	5.37	119.96	236.28
1998	333	19.865	-0.65	312.21	5.38	105.79	236.29
1998	334	19.865	-0.65	312.22	5.38	91.61	236.30
1998	335	19.865	-0.65	312.23	5.38	77.43	236.31
1998	336	19.865	-0.65	312.24	5.38	63.26	236.32
1998	337	19.865	-0.65	312.25	5.38	49.08	236.33
1998	338	19.865	-0.65	312.26	5.38	34.91	236.34
1998	339	19.865	-0.65	312.27	5.38	20.73	236.35
1998	340	19.866	-0.65	312.28	5.38	6.55	236.36
1998	341	19.866	-0.66	312.30	5.38	352.38	236.38
1998	342	19.866	-0.66	312.31	5.38	338.20	236.39
1998	343	19.866	-0.66	312.32	5.38	324.02	236.40
1998	344	19.866	-0.66	312.33	5.38	309.85	236.41
1998	345	19.866	-0.66	312.34	5.38	295.67	236.42
1998	346	19.866	-0.66	312.35	5.38	281.49	236.43
1998	347	19.866	-0.66	312.36	5.38	267.32	236.44
1998	348	19.866	-0.66	312.37	5.39	253.14	236.45
1998	349	19.867	-0.66	312.38	5.39	238.96	236.46
1998	350	19.867	-0.66	312.39	5.39	224.79	236.47
1998	351	19.867	-0.66	312.41	5.39	210.61	236.49
1998	352	19.867	-0.66	312.42	5.39	196.50	236.50
1998	353	19.867	-0.66	312.43	5.39	182.32	236.51
1998	354	19.867	-0.66	312.44	5.39	168.14	236.52
1998	355	19.867	-0.66	312.45	5.39	153.97	236.53
1998	356	19.867	-0.66	312.46	5.39	139.79	236.54
1998	357	19.867	-0.66	312.47	5.39	125.61	236.55
1998	358	19.868	-0.66	312.48	5.39	111.44	236.56
1998	359	19.868	-0.66	312.49	5.39	97.26	236.57
1998	360	19.868	-0.66	312.50	5.39	83.08	236.58
1998	361	19.868	-0.66	312.52	5.39	68.91	236.60
1998	362	19.868	-0.66	312.53	5.40	54.73	236.61
1998	363	19.868	-0.66	312.54	5.40	40.55	236.62
1998	364	19.868	-0.66	312.55	5.40	26.38	236.63
1998	365	19.868	-0.66	312.56	5.40	12.20	236.64
