RelativeTo	RelativePos	X	Y	Z	RelativeVel	ApoapsisHeight	PeriapsisHeight	CurrentDistance	StartTheta	StartPhi	currentTheta	currentPhi	maxDistanceAngleTheta	maxDistanceAnglePhi	minDistanceAngleTheta	minDistanceAnglePhi	period	spin	lastPos	lastPhi	periodSum
saturn	(9.34265400, -0.27855750, 0.55728420)	9.342654	-0.2785575	0.5572842	(0.0, 0.0, 0.2)	9.363398	9.353255	9.363398	-0.03357643	-0.2707801	-0.02975584	0.0594678	-0.02975584	0.0594678	-0.03357436	-0.2704459	0.02	0	0	0.0594678	59.34117
saturn	(9.34232100, -0.27845410, 0.56351140)	9.342321	-0.2784541	0.5635114	(0.0, 0.0, 0.2)	9.363437	9.353255	9.363437	-0.03357643	-0.2707801	-0.02974468	0.06013408	-0.02974468	0.06013408	-0.03357436	-0.2704459	0.02	0	0	0.06013408	59.46117
saturn	(9.34204200, -0.27836790, 0.56870050)	9.342042	-0.2783679	0.5687005	(0.0, 0.0, 0.2)	9.363468	9.353255	9.363468	-0.03357643	-0.2707801	-0.02973537	0.06068932	-0.02973537	0.06068932	-0.03357436	-0.2704459	0.02	0	0	0.06068932	59.56117
saturn	(9.34170300, -0.27826430, 0.57492720)	9.341703	-0.2782643	0.5749272	(0.0, 0.0, 0.2)	9.363508	9.353255	9.363508	-0.03357643	-0.2707801	-0.02972418	0.06135557	-0.02972418	0.06135557	-0.03357436	-0.2704459	0.02	0	0	0.06135557	59.68118
saturn	(9.34141800, -0.27817790, 0.58011590)	9.341418	-0.2781779	0.5801159	(0.0, 0.0, 0.2)	9.363542	9.353255	9.363542	-0.03357643	-0.2707801	-0.02971484	0.06191078	-0.02971484	0.06191078	-0.03357436	-0.2704459	0.02	0	0	0.06191078	59.78118
saturn	(9.34107100, -0.27807410, 0.58634200)	9.341071	-0.2780741	0.586342	(0.0, 0.0, 0.2)	9.36358	9.353255	9.36358	-0.03357643	-0.2707801	-0.02970363	0.06257704	-0.02970363	0.06257704	-0.03357436	-0.2704459	0.02	0	0	0.06257704	59.90118
saturn	(9.34077900, -0.27798750, 0.59153040)	9.340779	-0.2779875	0.5915304	(0.0, 0.0, 0.2)	9.363611	9.353255	9.363611	-0.03357643	-0.2707801	-0.02969428	0.06313224	-0.02969428	0.06313224	-0.03357436	-0.2704459	0.02	0	0	0.06313224	60.00118
saturn	(9.34048500, -0.27790080, 0.59671840)	9.340485	-0.2779008	0.5967184	(0.0, 0.0, 0.2)	9.363645	9.353255	9.363645	-0.03357643	-0.2707801	-0.02968491	0.06368743	-0.02968491	0.06368743	-0.03357436	-0.2704459	0.02	0	0	0.06368743	60.10118
saturn	(9.34012700, -0.27779670, 0.60294400)	9.340127	-0.2777967	0.602944	(0.0, 0.0, 0.2)	9.363684	9.353255	9.363684	-0.03357643	-0.2707801	-0.02967366	0.06435367	-0.02967366	0.06435367	-0.03357436	-0.2704459	0.02	0	0	0.06435367	60.22119
saturn	(9.33982700, -0.27770980, 0.60813170)	9.339827	-0.2777098	0.6081317	(0.0, 0.0, 0.2)	9.363716	9.353255	9.363716	-0.03357643	-0.2707801	-0.02966429	0.06490885	-0.02966429	0.06490885	-0.03357436	-0.2704459	0.02	0	0	0.06490885	60.32119
saturn	(9.33946200, -0.27760550, 0.61435660)	9.339462	-0.2776055	0.6143566	(0.0, 0.0, 0.2)	9.363756	9.353255	9.363756	-0.03357643	-0.2707801	-0.02965301	0.06557506	-0.02965301	0.06557506	-0.03357436	-0.2704459	0.02	0	0	0.06557506	60.44119
saturn	(9.33915500, -0.27751840, 0.61954400)	9.339155	-0.2775184	0.619544	(0.0, 0.0, 0.2)	9.363789	9.353255	9.363789	-0.03357643	-0.2707801	-0.02964361	0.06613024	-0.02964361	0.06613024	-0.03357436	-0.2704459	0.02	0	0	0.06613024	60.54119
saturn	(9.33878300, -0.27741380, 0.62576840)	9.338783	-0.2774138	0.6257684	(0.0, 0.0, 0.2)	9.363828	9.353255	9.363828	-0.03357643	-0.2707801	-0.02963232	0.06679644	-0.02963232	0.06679644	-0.03357436	-0.2704459	0.02	0	0	0.06679644	60.6612
saturn	(9.33847000, -0.27732660, 0.63095520)	9.33847	-0.2773266	0.6309552	(0.0, 0.0, 0.2)	9.363862	9.353255	9.363862	-0.03357643	-0.2707801	-0.02962289	0.0673516	-0.02962289	0.0673516	-0.03357436	-0.2704459	0.02	0	0	0.0673516	60.7612
saturn	(9.33809000, -0.27722180, 0.63717910)	9.33809	-0.2772218	0.6371791	(0.0, 0.0, 0.2)	9.363901	9.353255	9.363901	-0.03357643	-0.2707801	-0.02961157	0.06801779	-0.02961157	0.06801779	-0.03357436	-0.2704459	0.02	0	0	0.06801779	60.8812
saturn	(9.33777000, -0.27713440, 0.64236550)	9.33777	-0.2771344	0.6423655	(0.0, 0.0, 0.2)	9.363935	9.353255	9.363935	-0.03357643	-0.2707801	-0.02960213	0.06857294	-0.02960213	0.06857294	-0.03357436	-0.2704459	0.02	0	0	0.06857294	60.9812
saturn	(9.33738300, -0.27702940, 0.64858900)	9.337383	-0.2770294	0.648589	(0.0, 0.0, 0.2)	9.363975	9.353255	9.363975	-0.03357643	-0.2707801	-0.02959078	0.06923911	-0.02959078	0.06923911	-0.03357436	-0.2704459	0.02	0	0	0.06923911	61.10121
saturn	(9.33705800, -0.27694180, 0.65377480)	9.337058	-0.2769418	0.6537748	(0.0, 0.0, 0.2)	9.364006	9.353255	9.364006	-0.03357643	-0.2707801	-0.02958133	0.06979425	-0.02958133	0.06979425	-0.03357436	-0.2704459	0.02	0	0	0.06979425	61.20121
saturn	(9.33672800, -0.27685410, 0.65896050)	9.336728	-0.2768541	0.6589605	(0.0, 0.0, 0.2)	9.36404	9.353255	9.36404	-0.03357643	-0.2707801	-0.02957185	0.07034937	-0.02957185	0.07034937	-0.03357436	-0.2704459	0.02	0	0	0.07034937	61.30121
saturn	(9.33633000, -0.27674870, 0.66518310)	9.33633	-0.2767487	0.6651831	(0.0, 0.0, 0.2)	9.36408	9.353255	9.36408	-0.03357643	-0.2707801	-0.02956047	0.07101553	-0.02956047	0.07101553	-0.03357436	-0.2704459	0.02	0	0	0.07101553	61.42122
saturn	(9.33599600, -0.27666090, 0.67036840)	9.335996	-0.2766609	0.6703684	(0.0, 0.0, 0.2)	9.364113	9.353255	9.364113	-0.03357643	-0.2707801	-0.02955098	0.07157065	-0.02955098	0.07157065	-0.03357436	-0.2704459	0.02	0	0	0.07157065	61.52122
saturn	(9.33559000, -0.27655530, 0.67659040)	9.33559	-0.2765553	0.6765904	(0.0, 0.0, 0.2)	9.364154	9.353255	9.364154	-0.03357643	-0.2707801	-0.02953958	0.07223678	-0.02953958	0.07223678	-0.03357436	-0.2704459	0.02	0	0	0.07223678	61.64122
saturn	(9.33524900, -0.27646720, 0.68177530)	9.335249	-0.2764672	0.6817753	(0.0, 0.0, 0.2)	9.364186	9.353255	9.364186	-0.03357643	-0.2707801	-0.02953007	0.07279191	-0.02953007	0.07279191	-0.03357436	-0.2704459	0.02	0	0	0.07279191	61.74122
saturn	(9.33483600, -0.27636150, 0.68799670)	9.334836	-0.2763615	0.6879967	(0.0, 0.0, 0.2)	9.364226	9.353255	9.364226	-0.03357643	-0.2707801	-0.02951864	0.07345802	-0.02951864	0.07345802	-0.03357436	-0.2704459	0.02	0	0	0.07345802	61.86123
saturn	(9.33448800, -0.27627320, 0.69318100)	9.334488	-0.2762732	0.693181	(0.0, 0.0, 0.2)	9.364261	9.353255	9.364261	-0.03357643	-0.2707801	-0.02950911	0.07401313	-0.02950911	0.07401313	-0.03357436	-0.2704459	0.02	0	0	0.07401313	61.96123
saturn	(9.33406700, -0.27616720, 0.69940190)	9.334067	-0.2761672	0.6994019	(0.0, 0.0, 0.2)	9.364301	9.353255	9.364301	-0.03357643	-0.2707801	-0.02949766	0.07467923	-0.02949766	0.07467923	-0.03357436	-0.2704459	0.02	0	0	0.07467923	62.08123
saturn	(9.33371400, -0.27607880, 0.70458570)	9.333714	-0.2760788	0.7045857	(0.0, 0.0, 0.2)	9.364335	9.353255	9.364335	-0.03357643	-0.2707801	-0.02948811	0.07523433	-0.02948811	0.07523433	-0.03357436	-0.2704459	0.02	0	0	0.07523433	62.18123
saturn	(9.33328600, -0.27597260, 0.71080600)	9.333286	-0.2759726	0.710806	(0.0, 0.0, 0.2)	9.364375	9.353255	9.364375	-0.03357643	-0.2707801	-0.02947663	0.07590043	-0.02947663	0.07590043	-0.03357436	-0.2704459	0.02	0	0	0.07590043	62.30124
saturn	(9.33292600, -0.27588400, 0.71598940)	9.332926	-0.275884	0.7159894	(0.0, 0.0, 0.2)	9.364408	9.353255	9.364408	-0.03357643	-0.2707801	-0.02946706	0.0764555	-0.02946706	0.0764555	-0.03357436	-0.2704459	0.02	0	0	0.0764555	62.40124
