RelativeTo	RelativePos	X	Y	Z	RelativeVel	ApoapsisHeight	PeriapsisHeight	CurrentDistance	StartTheta	StartPhi	currentTheta	currentPhi	maxDistanceAngleTheta	maxDistanceAnglePhi	minDistanceAngleTheta	minDistanceAnglePhi	period	spin	lastPos	lastPhi	periodSum
neptune	(22.06079000, -0.93660890, 4.87872000)	22.06079	-0.9366089	4.87872	(0.0, 0.0, -0.1)	22.61319	22.55261	22.61319	-0.03740481	0.3823733	-0.04142981	0.2176788	-0.04142981	0.2176788	0.3823733	0	0.02	0	0	0.2176788	0
neptune	(22.06188000, -0.93670870, 4.87440300)	22.06188	-0.9367087	4.874403	(0.0, 0.0, -0.1)	22.61333	22.55261	22.61333	-0.03740481	0.3823733	-0.04143396	0.2174817	-0.04143396	0.2174817	0.3823733	0	0.02	0	0	0.2174817	0
neptune	(22.06280000, -0.93679190, 4.87080500)	22.0628	-0.9367919	4.870805	(0.0, 0.0, -0.1)	22.61345	22.55261	22.61345	-0.03740481	0.3823733	-0.04143744	0.2173176	-0.04143744	0.2173176	0.3823733	0	0.02	0	0	0.2173176	0
neptune	(22.06389000, -0.93689190, 4.86648800)	22.06389	-0.9368919	4.866488	(0.0, 0.0, -0.1)	22.6136	22.55261	22.6136	-0.03740481	0.3823733	-0.04144159	0.2171205	-0.04144159	0.2171205	0.3823733	0	0.02	0	0	0.2171205	0
neptune	(22.06480000, -0.93697510, 4.86289000)	22.0648	-0.9369751	4.86289	(0.0, 0.0, -0.1)	22.61371	22.55261	22.61371	-0.03740481	0.3823733	-0.04144506	0.2169563	-0.04144506	0.2169563	0.3823733	0	0.02	0	0	0.2169563	0
neptune	(22.06590000, -0.93707490, 4.85857300)	22.0659	-0.9370749	4.858573	(0.0, 0.0, -0.1)	22.61386	22.55261	22.61386	-0.03740481	0.3823733	-0.04144921	0.2167593	-0.04144921	0.2167593	0.3823733	0	0.02	0	0	0.2167593	0
neptune	(22.06681000, -0.93715820, 4.85497400)	22.06681	-0.9371582	4.854974	(0.0, 0.0, -0.1)	22.61398	22.55261	22.61398	-0.03740481	0.3823733	-0.04145267	0.2165951	-0.04145267	0.2165951	0.3823733	0	0.02	0	0	0.2165951	0
neptune	(22.06790000, -0.93725790, 4.85065700)	22.0679	-0.9372579	4.850657	(0.0, 0.0, -0.1)	22.61412	22.55261	22.61412	-0.03740481	0.3823733	-0.04145683	0.2163981	-0.04145683	0.2163981	0.3823733	0	0.02	0	0	0.2163981	0
neptune	(22.06881000, -0.93734120, 4.84705900)	22.06881	-0.9373412	4.847059	(0.0, 0.0, -0.1)	22.61424	22.55261	22.61424	-0.03740481	0.3823733	-0.04146029	0.2162339	-0.04146029	0.2162339	0.3823733	0	0.02	0	0	0.2162339	0
neptune	(22.06990000, -0.93744080, 4.84274100)	22.0699	-0.9374408	4.842741	(0.0, 0.0, -0.1)	22.61439	22.55261	22.61439	-0.03740481	0.3823733	-0.04146443	0.2160368	-0.04146443	0.2160368	0.3823733	0	0.02	0	0	0.2160368	0
neptune	(22.07082000, -0.93752400, 4.83914200)	22.07082	-0.937524	4.839142	(0.0, 0.0, -0.1)	22.61451	22.55261	22.61451	-0.03740481	0.3823733	-0.04146789	0.2158727	-0.04146789	0.2158727	0.3823733	0	0.02	0	0	0.2158727	0
neptune	(22.07172000, -0.93760690, 4.83554300)	22.07172	-0.9376069	4.835543	(0.0, 0.0, -0.1)	22.61463	22.55261	22.61463	-0.03740481	0.3823733	-0.04147135	0.2157085	-0.04147135	0.2157085	0.3823733	0	0.02	0	0	0.2157085	0
neptune	(22.07281000, -0.93770660, 4.83122500)	22.07281	-0.9377066	4.831225	(0.0, 0.0, -0.1)	22.61477	22.55261	22.61477	-0.03740481	0.3823733	-0.0414755	0.2155115	-0.0414755	0.2155115	0.3823733	0	0.02	0	0	0.2155115	0
neptune	(22.07372000, -0.93778960, 4.82762600)	22.07372	-0.9377896	4.827626	(0.0, 0.0, -0.1)	22.61489	22.55261	22.61489	-0.03740481	0.3823733	-0.04147895	0.2153473	-0.04147895	0.2153473	0.3823733	0	0.02	0	0	0.2153473	0
neptune	(22.07481000, -0.93788920, 4.82330800)	22.07481	-0.9378892	4.823308	(0.0, 0.0, -0.1)	22.61504	22.55261	22.61504	-0.03740481	0.3823733	-0.04148309	0.2151503	-0.04148309	0.2151503	0.3823733	0	0.02	0	0	0.2151503	0
neptune	(22.07571000, -0.93797220, 4.81970800)	22.07571	-0.9379722	4.819708	(0.0, 0.0, -0.1)	22.61516	22.55261	22.61516	-0.03740481	0.3823733	-0.04148654	0.2149861	-0.04148654	0.2149861	0.3823733	0	0.02	0	0	0.2149861	0
neptune	(22.07680000, -0.93807170, 4.81538900)	22.0768	-0.9380717	4.815389	(0.0, 0.0, -0.1)	22.61531	22.55261	22.61531	-0.03740481	0.3823733	-0.04149068	0.2147891	-0.04149068	0.2147891	0.3823733	0	0.02	0	0	0.2147891	0
neptune	(22.07771000, -0.93815460, 4.81179000)	22.07771	-0.9381546	4.81179	(0.0, 0.0, -0.1)	22.61543	22.55261	22.61543	-0.03740481	0.3823733	-0.04149412	0.2146249	-0.04149412	0.2146249	0.3823733	0	0.02	0	0	0.2146249	0
