
-3.686077827037338E+00	-3.960851904524171E+00	9.887456510326262E-02
-3.680635730199427E+00	-3.965637265139289E+00	9.877229495993847E-02
-3.675186821896216E+00	-3.970416244246459E+00	9.866980313805442E-02
-3.669730958120089E+00	-3.975187573754707E+00	9.856713979539568E-02
-3.664267656118183E+00	-3.979951838829774E+00	9.846428697076608E-02
-3.658797654831502E+00	-3.984708609233500E+00	9.836124682831257E-02
-3.653319815558870E+00	-3.989457507187680E+00	9.825805130797835E-02
-3.647835696923180E+00	-3.994198452673313E+00	9.815468196195651E-02
-3.642345145894150E+00	-3.998931321404934E+00	9.805114352403800E-02
-3.636848229594212E+00	-4.003657602556207E+00	9.794738407134267E-02
-3.631344512211056E+00	-4.008376128086253E+00	9.784345497774503E-02
-3.625833716407088E+00	-4.013087658314136E+00	9.773932973376298E-02
-3.620316425806119E+00	-4.017791634206839E+00	9.763501682591368E-02
-3.614791449955202E+00	-4.022488039780419E+00	9.753053550731727E-02
-3.609260258531228E+00	-4.027176479011108E+00	9.742588018849034E-02
-3.603722555315080E+00	-4.031856960373808E+00	9.732105253038857E-02
-3.598178661268764E+00	-4.036530867457160E+00	9.721600012570984E-02
-3.592627780662531E+00	-4.041197100260987E+00	9.711077721427137E-02
-3.587069829362514E+00	-4.045856396038859E+00	9.700535585669889E-02
-3.581505205002788E+00	-4.050507971735119E+00	9.689975468267635E-02
-3.575932812590237E+00	-4.055152034269440E+00	9.679398313255122E-02
-3.570354057022212E+00	-4.059787793567087E+00	9.668805110138322E-02
-3.564768681668258E+00	-4.064415369009112E+00	9.658195578127768E-02
-3.559177364663939E+00	-4.069035976920609E+00	9.647564539907380E-02
-3.553579110472641E+00	-4.073648723868025E+00	9.636917014787841E-02
-3.547974125591862E+00	-4.078254361810600E+00	9.626249839170749E-02
-3.542362635609531E+00	-4.082852070215623E+00	9.615565240995963E-02
-3.536743709172044E+00	-4.087442382904343E+00	9.604862723912445E-02
-3.531118552467681E+00	-4.092024277149010E+00	9.594144432361366E-02
-3.525486904060702E+00	-4.096598088923437E+00	9.583409315235197E-02
-3.519849618074586E+00	-4.101164866131439E+00	9.572652487798887E-02
-3.514205412129236E+00	-4.105723995093293E+00	9.561878375002085E-02
-3.508554635251944E+00	-4.110276133100882E+00	9.551084008345030E-02
-3.502897215222922E+00	-4.114820395033867E+00	9.540272225845940E-02
-3.497232375511681E+00	-4.119357466050858E+00	9.529441695268373E-02
-3.491561036428774E+00	-4.123886003635080E+00	9.518596124508516E-02
-3.485883020274988E+00	-4.128406413614443E+00	9.507734094819088E-02
-3.480199374344987E+00	-4.132919420661062E+00	9.496851553891153E-02
-3.474508716181996E+00	-4.137424667410660E+00	9.485952164126604E-02
-3.468811641511537E+00	-4.141922632257347E+00	9.475033345687739E-02
-3.463107917052498E+00	-4.146412457201900E+00	9.464098077536520E-02
-3.457397080826432E+00	-4.150894988834784E+00	9.453143969108721E-02
-3.451679794206196E+00	-4.155368747234824E+00	9.442175629365433E-02
-3.445956045712222E+00	-4.159834317484772E+00	9.431190796566000E-02
-3.440226984741628E+00	-4.164292217416691E+00	9.420185974587990E-02
-3.434491140143106E+00	-4.168742501176224E+00	9.409163473733108E-02
-3.428749196756754E+00	-4.173185510117381E+00	9.398121156747007E-02
-3.423000643384697E+00	-4.177620518905085E+00	9.387061909673140E-02
-3.417245214615199E+00	-4.182048452971553E+00	9.375982705489987E-02
-3.411483149898591E+00	-4.186467715154476E+00	9.364889161775977E-02
-3.405714548065495E+00	-4.190878926646927E+00	9.353778734354608E-02
-3.399940535478384E+00	-4.195282265933086E+00	9.342649107949966E-02
