
-3.951218040213742E-01	-7.375336818825513E-02	3.028786857542863E-02
-3.949228492858273E-01	-1.000069283804232E-01	2.812634842690786E-02
-3.930079051746369E-01	-1.258266739529511E-01	2.584255632591867E-02
-3.894477647719644E-01	-1.511203614034831E-01	2.345052804474124E-02
-3.843142463095731E-01	-1.758041430458672E-01	2.096370815740636E-02
-3.776796290800805E-01	-1.998018283081416E-01	1.839495850895912E-02
-3.696162164986096E-01	-2.230441852407244E-01	1.575657508613088E-02
-3.601960056463547E-01	-2.454682881972586E-01	1.306031090356874E-02
-3.494904454030034E-01	-2.670169146227875E-01	1.031740302180564E-02
-3.375702678766010E-01	-2.876379917238535E-01	7.538602228566586E-03
-3.245053802024558E-01	-3.072840923051795E-01	4.734204253782709E-03
-3.103648058799454E-01	-3.259119780764094E-01	1.914081661508338E-03
-2.952166666458251E-01	-3.434821881312464E-01	-9.122842208504752E-04
-2.791281974581504E-01	-3.599586699795284E-01	-3.735771804537909E-03
-2.621657885076646E-01	-3.753084503929163E-01	-6.547588508050884E-03
-2.443950493084709E-01	-3.895013433483343E-01	-9.339241025330368E-03
-2.258808908726518E-01	-4.025096924764510E-01	-1.210250674902725E-02
-2.066876227687405E-01	-4.143081456133840E-01	-1.482940644683058E-02
-1.868790625240209E-01	-4.248734592895007E-01	-1.751217824743653E-02
-1.665186553753945E-01	-4.341843312537038E-01	-2.014325296426590E-02
-1.456696028201260E-01	-4.422212594141404E-01	-2.271523076707086E-02
-1.243949987805761E-01	-4.489664258700764E-01	-2.522085920221647E-02
-1.027579724878575E-01	-4.544036050109044E-01	-2.765301256028939E-02
-8.082183741755598E-02	-4.585180949652808E-01	-3.000467259377924E-02
-5.865024578327705E-02	-4.612966719962706E-01	-3.226891059725981E-02
-3.630734821565595E-02	-4.627275677583500E-01	-3.443887087741702E-02
-1.385795832828736E-02	-4.628004696613186E-01	-3.650775566036373E-02
8.632278101616771E-03	-4.615065449273130E-01	-3.846881150910789E-02
3.109670963276587E-02	-4.588384892832503E-01	-4.031531735520406E-02
5.346750171018947E-02	-4.547906016053454E-01	-4.204057428613463E-02
7.567545577235324E-02	-4.493588862277891E-01	-4.363789727467480E-02
9.764982562476535E-02	-4.425411850467063E-01	-4.510060908943964E-02
1.193181320749512E-01	-4.343373419945678E-01	-4.642203668826349E-02
1.406059772060925E-01	-4.247494029291410E-01	-4.759551046948104E-02
1.614368601666683E-01	-4.137818544721577E-01	-4.861436684222455E-02
1.817319969961902E-01	-4.014419058398733E-01	-4.947195467729917E-02
2.014101478229936E-01	-3.877398182190139E-01	-5.016164631692048E-02
2.203874557952832E-01	-3.726892867383360E-01	-5.067685395635396E-02
2.385773033835311E-01	-3.563078805389894E-01	-5.101105236481709E-02
2.558901932690668E-01	-3.386175468129623E-01	-5.115780908777965E-02
2.722336629633332E-01	-3.196451848962489E-01	-5.111082346786166E-02
2.875122446404295E-01	-2.994232964854774E-01	-5.086397603492543E-02
3.016274844661144E-01	-2.779907176749886E-01	-5.041139004296100E-02
3.144780390141650E-01	-2.553934376267002E-01	-4.974750716309849E-02
3.259598701997762E-01	-2.316855070787045E-01	-4.886717956369842E-02
3.359665645146457E-01	-2.069300373026670E-01	-4.776578079674330E-02
3.443898071396766E-01	-1.812002862011720E-01	-4.643933803010931E-02
3.511200465575381E-01	-1.545808225932369E-01	-4.488468816835083E-02
3.560473902570546E-01	-1.271687519102489E-01	-4.309966022242849E-02
3.590627764712127E-01	-9.907497602660430E-02	-4.108328583151197E-02
3.600594697937857E-01	-7.042544631866660E-02	-3.883603899401555E-02
3.589349287928950E-01	-4.136235195240778E-02	-3.636010469470961E-02
3.555930897862005E-01	-1.204516480737246E-02	-3.365967407032498E-02
3.499471007418202E-01	1.734856115691184E-02	-3.074126089196265E-02
3.419225204665560E-01	4.662276357021790E-02	-2.761403035068753E-02
3.314609684008669E-01	7.556297028458146E-02	-2.429012639440885E-02
3.185241674295502E-01	1.039370944717375E-01	-2.078497832313429E-02
3.030982653081853E-01	1.314971066373863E-01	-1.711756139859603E-02
2.851982510478818E-01	1.579817550795038E-01	-1.331058058862728E-02
2.648722058560961E-01	1.831204715689082E-01	-9.390542351216724E-03
2.422050535072617E-01	2.066385314944320E-01	-5.387678010038683E-03
2.173214166271051E-01	2.282634339887906E-01	-1.335685375569789E-03
1.903871612029325E-01	2.477323309016946E-01	2.728735799664928E-03
1.616092398432758E-01	2.648001765746276E-01	6.766563541077947E-03
1.312335380367170E-01	2.792481161530105E-01	1.073733635410196E-02
9.954058878961038E-02	2.908915094812964E-01	1.460020205607201E-02
6.683923532499533E-02	2.995869327575414E-01	1.831507171366664E-02
3.345855788506612E-02	3.052375354021221E-01	2.184379882201471E-02
-2.614036871099876E-04	3.077962619552104E-01	2.515129485185299E-02
-3.397944874311581E-02	3.072666624622105E-01	2.820649584100029E-02
-6.736279830165066E-02	3.037012731182356E-01	3.098311075298635E-02
-1.000957749746046E-01	2.971978038713951E-01	3.346010786734030E-02
-1.318870373565213E-01	2.878935753267139E-01	3.562192541586144E-02
-1.624750271319910E-01	2.759587722936575E-01	3.745842137666111E-02
-1.916315045473727E-01	2.615891155115060E-01	3.896460010568266E-02
-2.191632433510795E-01	2.449985066510653E-01	4.014016765568374E-02
-2.449121039945472E-01	2.264120985327236E-01	4.098897278262656E-02
-2.687537932105151E-01	2.060601113647214E-01	4.151838814224085E-02
-2.905956517859198E-01	1.841725825884117E-01	4.173867840104627E-02
-3.103738018034481E-01	1.609751211137437E-01	4.166239148189578E-02
-3.280499446961099E-01	1.366856462276011E-01	4.130379810674872E-02
-3.436080464288649E-01	1.115120297480983E-01	4.067839470478318E-02
-3.570510873612924E-01	8.565052450490250E-02	3.980247645683515E-02
-3.683979995256398E-01	5.928484772919067E-02	3.869278102619668E-02
-3.776808674099350E-01	3.258578847807973E-02	3.736619928369169E-02
-3.849424314459723E-01	5.711218310050803E-03	3.583954676888407E-02
-3.902339060859462E-01	-2.119360035693163E-02	3.412938836123836E-02
-3.936131054462114E-01	-4.799549665297468E-02	3.225190829540128E-02
-3.951428574312479E-01	-7.457273597205166E-02	3.022281792617760E-02
-3.948896804157605E-01	-1.008142830860974E-01	2.805729428216350E-02
-3.929226935124907E-01	-1.266190263487154E-01	2.576994326052514E-02
-3.893127309929105E-01	-1.518949945097890E-01	2.337478218499072E-02
-3.841316326283115E-01	-1.765585886379077E-01	2.088523729615115E-02
-3.774516838922919E-01	-2.005338445480944E-01	1.831415252247126E-02
-3.693451826262504E-01	-2.237517356796966E-01	1.567380657003970E-02
-3.598841115893324E-01	-2.461495222774768E-01	1.297593596225154E-02
-3.491398990838223E-01	-2.676701497315351E-01	1.023176215981356E-02
-3.371832524419155E-01	-2.882616967952769E-01	7.452021304323877E-03
-3.240840515147541E-01	-3.078768729287947E-01	4.646995465230080E-03
-3.099112913934602E-01	-3.264725630474583E-01	1.826544540904212E-03
-2.947330654134711E-01	-3.440094173644341E-01	-9.998618197931035E-04
-2.786165810613869E-01	-3.604514837013846E-01	-3.823112739338446E-03
-2.616282027394419E-01	-3.757658795269648E-01	-6.634425408528747E-03
-2.438335164716261E-01	-3.899225010098643E-01	-9.425315388866482E-03
-2.252974125830740E-01	-4.028937664988156E-01	-1.218756807377670E-02
-2.060841831750469E-01	-4.146543920345439E-01	-1.491321140514657E-02
-1.862576318740472E-01	-4.251811967354291E-01	-1.759448990070573E-02
-1.658811938750628E-01	-4.344529361638326E-01	-2.022384001966222E-02
-1.450180647427125E-01	-4.424501620630207E-01	-2.279386687632456E-02
